original_publish_date,chinese_title,cover_url,publish_date,source_url,title,category,chinese_summary,summary
Jan 2015,TR编号54-4，（TR 54-4）药品和生物技术生产操作质量风险管理实施指南：附录3：生物技术原料药批量生产的案例研究,https://pda.org/images/default-source/product-images/2616-tr54-4-annex-3-biotech-bulk-drug-substances.jpeg,2015-01-01,https://www.pda.org/bookstore/product-detail/2616-tr54-4-annex-3-biotech-bulk-drug-substances,"TR No. 54-4, (TR 54-4) Implementation of Quality Risk Management for Pharmaceutical and Biotechnology Manufacturing Operations: Annex 3: Case Studies in the Mfg of Biotechnological Bulk Drug Substances",Technical Reports,附件3：生物技术大宗原料药生产案例研究的目标是，提供具有代表性的操作和案例研究的详细示例，以展示实施QRM在生物技术大宗原料药生产过程中有效管理风险的价值……,The goal of  Annex 3: Case Studies in the Manufacturing of Biotechnological Bulk Drug Substances is to provide detailed examples of characteristic operations and case studies that demonstrate the value of implementing QRM to effectively manage risks during manufacturing of biotechnological bulk drug …
Jan 2015,平方根法（N）抽样计划：质量属性检验程序与表格,https://pda.org/images/default-source/product-images/2613-square-root-of-n-sampling-plans.jpeg,2015-01-01,https://www.pda.org/bookstore/product-detail/2613-square-root-of-n-sampling-plans,Square Root of (N) Sampling Plans: Procedures and Tables for Inspection of Quality Attributes,Books,促销——八折优惠！原价：PDA会员210美元，非会员259美元，政府机构售价170美元。销售价格已显示，并将在结账时体现。林恩和乔伊斯·托贝克的著作《(N)抽样方案的平方根：质量特性检验程序与表格》旨在……,"Sale - 20% off! Original Price US$210 PDA Member, US$259 Nonmember, US$170 Government Sale prices are already displayed and will be reflected during checkoutThe goal of Lynn and Joyce Torbeck's book, Square Root of (N) Sampling Plans: Procedures and Tables for Inspection of Quality Attributes, is to …"
Jan 2015,清洁验证：制药生产的实用合规解决方案，第1、2和3卷,https://pda.org/images/default-source/product-images/2611-cleaning-validation-volumes-1-2-3.jpeg,2015-01-01,https://www.pda.org/bookstore/product-detail/2611-cleaning-validation-volumes-1-2-3,"Cleaning Validation: Practical Compliance Solutions for Pharmaceutical Manufacturing, Volumes 1, 2 & 3",Books,促销——八折优惠！原价：PDA会员635美元，非会员790美元，政府客户435美元。销售价格已显示，并将在结账时体现。Destin LeBlanc所著的《清洁验证：制药生产的实用解决方案》三卷本，包含完整、修订版及……,"Sale - 20% off! Original Price US$635 PDA Member, US$790 Nonmember, US$435 Government Sale prices are already displayed and will be reflected during checkoutThe three volumes Cleaning Validation: Practical Solutions for Pharmaceutical Manufacturing by Destin LeBlanc contains a complete, modified and …"
Jan 2015,冷链纪事：从业者对温度敏感药品管理重要性的另类视角,https://pda.org/images/default-source/product-images/2601-cold-chain-chronicles.jpeg,2015-01-01,https://www.pda.org/bookstore/product-detail/2601-cold-chain-chronicles,Cold Chain Chronicles: A practitioners outside-the-box perspectives on the importance of temperature-sensitive drug stewardship,Books,促销——八折优惠！原价：PDA会员210美元，非会员259美元，政府客户190美元。销售价格已显示，并将在结账时自动体现。本书与典型的、以指导为主的PDA/DHI“操作指南”类出版物截然不同。知名医药冷链专家凯文……,"Sale - 20% off! Original Price US$210 PDA Member, US$259 Nonmember, US$190 Government Sale prices are already displayed and will be reflected during checkoutThis book is quite different from the typical prescriptive PDA/DHI ""how-to"" publication. Noted pharmaceutical cold-chain expert, Kevin …"
Dec 2014,PDA调查：2014年PDA工艺验证调查,https://pda.org/images/default-source/product-images/2594-pda-survey-2014-pda-process-validation.jpeg,2014-12-01,https://www.pda.org/bookstore/product-detail/2594-pda-survey-2014-pda-process-validation,PDA Survey: 2014 PDA Process Validation Survey,Surveys,本次基准调查旨在征求业界对2011年FDA行业工艺验证指南中所确立原则应用情况的反馈及行业现状。调查还探讨了各公司如何实施新的工艺验证生命周期方法，以及……,This benchmarking survey was designed to solicit feedback on and industry status on the application of the principles established in the FDA Process Validation Guidance for Industry of 2011. The survey also investigated how companies are implementing the new lifecycle approach to process validation and …
Dec 2014,环境监测：综合手册，第三卷,https://pda.org/images/default-source/product-images/2576-environmental-monitoring-volume-3.jpeg,2014-12-01,https://www.pda.org/bookstore/product-detail/2576-environmental-monitoring-volume-3,"Environmental Monitoring: A Comprehensive Handbook, Volume 3",Books,促销——八折优惠！原价：PDA会员335美元，非会员419美元，政府客户290美元。销售价格已显示，并将在结账时体现。本书针对无菌生产和隔离技术中当前的科学、法规及技术环境监测问题……,"Sale - 20% off! Original Price US$335 PDA Member, US$419 Nonmember, US$290 Government Sale prices are already displayed and will be reflected during checkoutThis book addresses current scientific, regulatory and technology environmental   monitoring concerns for both aseptic processing and isolation …"
Dec 2014,环境监测：综合手册，第二卷,https://pda.org/images/default-source/product-images/2575-environmental-monitoring-volume-2.jpeg,2014-12-01,https://www.pda.org/bookstore/product-detail/2575-environmental-monitoring-volume-2,"Environmental Monitoring: A Comprehensive Handbook, Volume 2",Books,促销——八折优惠！原价：PDA会员335美元，非会员419美元，政府客户290美元。销售价格已显示，并将在结账时体现。环境监测计划适用于无菌产品和非无菌产品的生产。最严格的适用情况……,"Sale - 20% off! Original Price US$335 PDA Member, US$419 Nonmember, US$290 Government Sale prices are already displayed and will be reflected during checkoutEnvironmental monitoring programs are appropriate for  manufacturing of sterile products and non-sterile products.  The most stringent application …"
Dec 2014,环境监测：综合手册，第一卷,https://pda.org/images/default-source/product-images/2574-environmental-monitoring-volume-1.jpeg,2014-12-01,https://www.pda.org/bookstore/product-detail/2574-environmental-monitoring-volume-1,"Environmental Monitoring: A Comprehensive Handbook, Volume 1",Books,促销——八折优惠！原价：PDA会员335美元，非会员419美元，政府客户290美元。销售价格已显示，并将在结账时体现。环境监测计划适用于无菌产品和非无菌产品的生产。最严格的适用情况……,"Sale - 20% off! Original Price US$335 PDA Member, US$419 Nonmember, US$290 Government Sale prices are already displayed and will be reflected during checkoutEnvironmental monitoring programs are appropriate for  manufacturing of sterile products and non-sterile products.  The most stringent application …"
Nov 2014,医疗产品生产中的污染控制，第1、2和3卷,https://pda.org/images/default-source/product-images/2504-contamination-control-vol-1-2-3.jpeg,2014-11-01,https://www.pda.org/bookstore/product-detail/2504-contamination-control-vol-1-2-3,"Contamination Control in Healthcare Product Manufacturing, Volumes 1, 2 & 3",Books,这套三卷本著作汇集了50位全球主题专家，分享他们在医疗保健产品生产中污染控制各方面的丰富经验。《污染控制》第一卷主要围绕微生物问题展开章节内容。第二卷则探讨了一些微生物……,50 global subject matter experts share their broad experience in all aspects of healthcare product manufacturing contamination control in this three-volume set.The first volume of Contamination Control contained chapters that are predominantly centered on microbial issues. Volume 2 addresses some microbial …
Nov 2014,医疗产品生产中的污染控制，第2卷,https://pda.org/images/default-source/product-images/2503-contamination-control-vol-2.jpeg,2014-11-01,https://www.pda.org/bookstore/product-detail/2503-contamination-control-vol-2,"Contamination Control in Healthcare Product Manufacturing, Volume 2",Books,《医疗产品生产中的污染控制》，第二卷，由拉塞尔·E·马德森和珍妮·莫尔登豪尔主编，第二卷重点探讨了一些微生物控制问题以及其他类型的污染。这些宝贵的章节将为你提供大量有关污染控制的知识……,"Contamination Control in Healthcare Product Manufacturing, Volume 2, edited by Russell E. Madsen and Jeanne Moldenhauer, Volume 2 addresses some microbial control issues as well as other types of contamination. These valuable chapters will provide a great deal of information in your arsenal for contamination …"
